district,cycle,real_data,territorial,avg_counting_hedging_corp,avg_counting_hedging_corp_dem_primary,avg_counting_hedging_corp_rep_primary,hedging_money_general_corp,hedging_money_dem_primary_corp,hedging_money_rep_primary_corp,avg_counting_hedging_ind,avg_counting_hedging_ind_dem_primary,avg_counting_hedging_ind_rep_primary,hedging_money_general_ind,hedging_money_dem_primary_ind,hedging_money_rep_primary_ind,avg_counting_hedging_smallind,avg_counting_hedging_smallind_dem_primary,avg_counting_hedging_smallind_rep_primary,hedging_money_general_smallind,hedging_money_dem_primary_smallind,hedging_money_rep_primary_smallind
CT03,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,751.0144927536232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT03,1990,1.0,0,2.0,3.0,3.0,1842.252336448598,1579.4,3550.0,2.0,2.0,2.0,473.0863636363636,508.3333333333333,756.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0
CT03,1992,1.0,0,1.5,1.0,1.0,1673.1311475409836,0.0,0.0,1.0,1.0,0.0,486.0872483221477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT03,1994,1.0,0,1.0,1.0,0.0,1170.5702479338843,2500.0,0.0,1.5,1.0,1.0,456.5273631840796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT03,1996,1.0,0,1.0,1.0,1.0,1193.9705882352941,0.0,0.0,1.0,1.0,0.0,512.7349397590361,0.0,0.0,1.0,0.0,0.0,155.0,0.0,0.0
CT03,1998,1.0,0,1.0,1.0,1.0,1319.404761904762,1750.0,0.0,1.0,1.0,0.0,574.622641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT03,2000,1.0,0,1.5,1.0,1.0,1495.6296296296296,20483.5,0.0,1.0,1.0,0.0,562.375939849624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT03,2002,1.0,0,1.0,1.0,0.0,1873.485294117647,15894.0,0.0,1.0,1.0,1.0,449.0549828178694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CT03,2004,1.0,0,1.0,1.0,1.0,2241.125,0.0,0.0,1.0,0.0,1.0,716.7089947089947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CT04,1980,1.0,0,1.5,1.0,1.0,611.8333333333334,0.0,0.0,1.0,2.0,1.0,508.62068965517244,0.0,0.0,1.0,0.0,1.0,83.33333333333333,0.0,0.0
CT04,1982,1.0,0,1.0,1.0,1.0,563.5327102803739,0.0,0.0,1.5,1.0,1.0,708.9066666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,1984,1.0,0,1.5,1.0,1.0,695.2413793103449,0.0,0.0,1.5,1.0,1.0,657.1428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,1986,1.0,0,1.0,1.0,1.0,1032.4518072289156,0.0,0.0,1.0,1.0,1.0,701.7010309278351,500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CT04,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,695.9714285714285,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,1990,1.0,0,1.0,1.0,1.0,1408.94,0.0,0.0,1.0,0.0,1.0,416.12598425196853,0.0,629.5,1.0,0.0,1.0,100.0,0.0,0.0
CT04,1992,1.0,0,1.5,2.0,1.0,1213.06,0.0,0.0,1.5,0.0,1.0,532.2530864197531,0.0,824.5,1.0,0.0,0.0,100.0,0.0,0.0
CT04,1994,1.0,0,1.0,0.0,1.0,754.6388888888889,0.0,2508.0,1.0,0.0,1.0,427.42857142857144,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,1996,1.0,0,1.5,1.0,1.0,2804.2285714285713,0.0,6197.5,1.5,1.0,1.0,485.00198807157057,0.0,429.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0
CT04,1998,1.0,0,1.0,0.0,1.0,937.5,0.0,0.0,1.0,0.0,1.0,525.3720238095239,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,2000,1.0,0,1.0,1.0,1.0,1175.031746031746,0.0,0.0,1.0,1.0,1.0,518.2089552238806,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,2002,1.0,0,1.0,1.0,1.0,1208.6461538461538,0.0,25196.0,1.0,1.0,1.0,530.709726443769,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0
CT04,2004,1.0,0,1.5,1.0,1.0,2518.987341772152,0.0,0.0,1.5,1.0,1.0,780.9539375928678,1625.0,358.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1980,1.0,0,1.0,1.0,2.0,614.175,0.0,0.0,1.5,1.0,2.0,538.0833333333334,0.0,0.0,1.0,1.0,1.0,146.875,0.0,0.0
CT05,1982,1.0,0,1.0,1.0,2.0,1478.3197969543148,0.0,0.0,1.5,1.0,2.0,756.0133333333333,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1984,1.0,0,2.0,1.0,3.0,1117.758064516129,0.0,55.0,2.0,1.0,2.0,738.2977099236641,583.3333333333334,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1986,1.0,0,2.0,3.0,1.0,848.2699115044247,357.0,0.0,2.0,3.0,1.0,718.375,625.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1988,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,1.0,724.0909090909091,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1990,1.0,0,4.5,2.0,6.0,1529.7119113573408,1000.0,1620.9333333333334,4.0,2.0,6.0,519.7744,571.4285714285714,436.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1992,1.0,0,1.6666666666666667,2.0,2.0,1864.485,0.0,0.0,1.6666666666666667,2.0,1.0,340.19590643274853,0.0,720.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1994,1.0,0,2.0,2.0,1.0,1591.4760147601476,217.85714285714286,0.0,2.0,2.0,2.0,533.551724137931,375.0,354.375,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1996,1.0,0,1.0,2.0,1.0,1693.4279835390946,14775.0,0.0,1.5,2.0,1.0,519.0992736077482,0.0,477.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0
CT05,1998,1.0,0,1.0,1.0,1.0,2422.5250659630606,0.0,0.0,1.5,1.0,2.0,509.625520110957,375.0,500.0,1.0,0.0,0.0,100.0,0.0,0.0
CT05,2000,1.0,0,1.0,1.0,1.0,2955.549019607843,1000.0,0.0,1.0,1.0,1.0,576.0530612244899,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0
CT05,2002,1.0,0,1.5,1.0,2.0,2582.508670520231,20358.0,15055.0,1.5,1.0,1.0,569.0543778801843,0.0,710.2833333333333,0.0,0.0,1.0,0.0,0.0,0.0
CT05,2004,1.0,0,2.0,2.0,1.0,2325.0403225806454,0.0,0.0,2.0,3.0,1.0,571.4225589225589,0.0,689.7058823529412,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1980,1.0,0,1.0,1.0,1.0,628.2452830188679,0.0,0.0,1.0,1.0,2.0,665.5737704918033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1982,1.0,0,2.5,3.0,2.0,1374.814479638009,25.0,250.0,1.5,5.0,2.0,685.6862745098039,0.0,785.7142857142857,1.0,0.0,0.0,0.0,0.0,0.0
CT06,1984,1.0,0,2.5,3.0,1.0,801.3389121338912,0.0,0.0,1.0,2.0,1.0,695.5222222222222,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1986,1.0,0,1.5,3.0,1.0,846.6466165413534,0.0,0.0,1.5,3.0,1.0,649.4827586206897,0.0,625.0,0.0,1.0,0.0,0.0,0.0,0.0
CT06,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,662.3809523809524,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1990,1.0,0,1.5,1.0,1.0,853.330985915493,0.0,0.0,1.5,0.0,1.0,451.921568627451,0.0,806.25,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1992,1.0,0,1.5,1.0,1.0,999.0282485875706,0.0,0.0,1.5,1.0,1.0,432.3379310344828,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1994,1.0,0,1.0,2.0,1.0,1016.0824175824176,0.0,5063.5,1.0,1.0,1.0,399.728,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1996,1.0,0,1.5,2.0,1.0,1474.7882882882882,200.0,0.0,1.5,2.0,1.0,451.89516129032256,0.0,612.5,0.0,0.0,0.0,0.0,0.0,0.0
CT06,1998,1.0,0,1.0,3.0,1.0,1895.167741935484,115.0,6543.5,1.0,3.0,1.0,504.5744308231173,431.25,550.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,2000,1.0,0,1.0,1.0,1.0,1678.8225806451612,0.0,66379.0,1.0,0.0,1.0,492.4157303370786,0.0,495.0,0.0,0.0,1.0,0.0,0.0,0.0
CT06,2002,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT06,2004,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1980,1.0,1,1.0,1.0,0.0,248.88888888888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DC01,1982,1.0,1,1.0,1.0,0.0,738.7894736842105,0.0,0.0,1.0,1.0,0.0,610.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1984,1.0,1,1.0,1.0,0.0,629.7619047619048,0.0,0.0,1.0,1.0,0.0,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1986,1.0,1,1.0,1.0,0.0,479.05555555555554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1988,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,650.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1990,1.0,1,3.0,6.0,1.0,1253.9298245614036,1788.888888888889,0.0,1.5,7.0,2.0,448.80882352941177,526.5217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1992,1.0,1,1.0,1.0,1.0,813.9565217391304,0.0,0.0,1.0,2.0,0.0,411.85483870967744,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1994,1.0,1,1.0,1.0,0.0,1290.0,0.0,0.0,1.0,2.0,0.0,564.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1996,1.0,1,1.0,2.0,0.0,1126.0,750.0,0.0,1.0,2.0,0.0,282.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,1998,1.0,1,1.0,1.0,0.0,790.4761904761905,0.0,0.0,1.0,1.0,0.0,460.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,2000,1.0,1,1.0,1.0,0.0,1189.7857142857142,12776.5,0.0,1.0,1.0,0.0,626.3440860215054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,2002,1.0,1,1.0,1.0,0.0,1402.578947368421,12661.5,0.0,1.0,1.0,0.0,654.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC01,2004,1.0,1,1.0,1.0,0.0,1917.7083333333333,0.0,0.0,1.0,1.0,0.0,707.843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1980,1.0,0,1.0,1.0,1.0,501.11392405063293,0.0,0.0,1.0,1.0,1.0,798.8888888888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DE01,1982,1.0,0,1.5,3.0,2.0,1205.201793721973,0.0,0.0,1.5,2.0,2.0,796.604938271605,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1984,1.0,0,1.0,1.0,2.0,920.6870503597122,0.0,0.0,1.5,1.0,1.0,695.5333333333333,0.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0
DE01,1986,1.0,0,1.5,1.0,2.0,879.018691588785,0.0,0.0,1.5,1.0,1.0,672.6190476190476,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,765.9333333333333,506.94444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1990,1.0,0,1.0,1.0,1.0,1088.7325581395348,0.0,0.0,1.5,2.0,1.0,509.0802139037433,500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DE01,1992,1.0,0,2.0,2.0,2.0,1630.1019108280254,0.0,275.0,1.5,1.0,3.0,586.0168421052632,350.0,678.9473684210526,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1994,1.0,0,1.0,1.0,1.0,1164.936170212766,0.0,0.0,1.5,1.0,1.0,586.203125,0.0,556.25,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1996,1.0,0,1.0,2.0,1.0,1119.2636363636364,1999.0,34655.0,1.0,1.0,2.0,609.172932330827,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,1998,1.0,0,1.0,1.0,1.0,1092.9662921348315,0.0,21881.5,1.0,0.0,1.0,622.1621621621622,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,2000,1.0,0,1.0,1.0,1.0,1349.125,0.0,43181.0,1.0,1.0,1.0,695.6043956043956,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0
DE01,2002,1.0,0,1.0,1.0,1.0,1532.6041666666667,0.0,33300.0,1.0,1.0,1.0,574.1901408450705,0.0,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0
DE01,2004,1.0,0,1.0,0.0,1.0,1773.787234042553,0.0,0.0,1.0,0.0,1.0,590.6826347305389,0.0,651.25,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1980,1.0,0,1.0,2.0,1.0,866.6181818181818,0.0,0.0,1.0,1.0,1.0,571.4285714285714,0.0,500.0,0.0,1.0,0.0,0.0,0.0,0.0
FL01,1982,1.0,0,1.0,1.0,1.0,451.51063829787233,0.0,0.0,1.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1984,1.0,0,1.0,1.0,0.0,359.1025641025641,0.0,0.0,1.0,1.0,0.0,666.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1986,1.0,0,1.0,1.0,1.0,645.72,0.0,0.0,1.0,1.0,1.0,656.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,611.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1990,1.0,0,1.0,1.0,1.0,1356.6833333333334,0.0,0.0,1.0,1.0,1.0,395.92753623188406,0.0,368.75,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1992,1.0,0,1.5,2.0,2.0,1411.03738317757,0.0,0.0,1.0,3.0,2.0,471.7586206896552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FL01,1994,1.0,0,2.5,3.0,5.0,1971.2142857142858,1515.0,504.3333333333333,1.5,3.0,5.0,507.0150753768844,487.5,476.5625,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1996,1.0,0,1.5,1.0,1.0,1287.5064935064936,0.0,6505.5,1.0,1.0,2.0,700.5384615384615,0.0,657.9545454545455,0.0,0.0,0.0,0.0,0.0,0.0
FL01,1998,1.0,0,2.0,0.0,2.0,785.4571428571429,0.0,5730.0,1.0,0.0,2.0,762.35,0.0,557.6923076923077,0.0,0.0,0.0,0.0,0.0,0.0
FL01,2000,1.0,0,1.0,0.0,2.0,1431.6271186440679,0.0,29157.0,1.0,0.0,2.0,718.1818181818181,0.0,493.75,0.0,0.0,1.0,0.0,0.0,0.0
FL01,2002,1.0,0,1.5,1.0,4.0,1673.076923076923,0.0,1669.111111111111,1.5,1.0,5.0,624.6274509803922,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0
FL01,2004,1.0,0,1.0,0.0,1.0,1310.103448275862,0.0,0.0,1.0,0.0,1.0,691.6666666666666,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1980,1.0,0,1.0,1.0,1.0,543.2876712328767,0.0,0.0,1.0,1.0,1.0,537.0588235294117,0.0,0.0,1.0,1.0,0.0,150.0,0.0,0.0
FL02,1982,1.0,0,1.5,3.0,1.0,804.8137254901961,0.0,0.0,1.0,3.0,1.0,765.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1984,1.0,0,1.0,1.0,0.0,596.5595238095239,0.0,0.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1986,1.0,0,4.0,5.0,0.0,743.3333333333334,287.5,0.0,1.0,5.0,0.0,856.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1988,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1990,1.0,0,1.0,2.0,1.0,1602.3694779116465,1000.0,0.0,1.0,2.0,1.0,541.3720930232558,356.4,337.5,0.0,1.0,1.0,0.0,0.0,0.0
FL02,1992,1.0,0,2.0,2.0,2.0,1090.5045045045044,125.0,0.0,1.0,3.0,1.0,520.875,329.3333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FL02,1994,1.0,0,1.5,1.0,1.0,850.9401709401709,0.0,0.0,1.0,1.0,1.0,409.65909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1996,1.0,0,2.0,4.0,2.0,1548.051886792453,1428.948717948718,0.0,1.0,5.0,3.0,471.6385542168675,355.29411764705884,437.5,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1998,1.0,0,1.0,1.0,0.0,1009.0921052631579,0.0,0.0,1.0,2.0,0.0,702.7272727272727,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,2000,1.0,0,1.0,2.0,0.0,1180.8968253968253,10918.333333333334,0.0,1.0,1.0,1.0,612.6,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,2002,1.0,0,1.5,1.0,2.0,1494.3820224719102,5989.333333333333,0.0,1.0,1.0,0.0,522.0283018867924,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,2004,1.0,0,1.0,1.0,1.0,2182.0373443983403,0.0,0.0,1.0,1.0,1.0,1254.5151515151515,537.4375,1439.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1980,1.0,0,1.0,1.0,0.0,646.6875,0.0,0.0,1.0,1.0,0.0,571.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1982,1.0,0,1.0,1.0,0.0,477.05128205128204,0.0,0.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1984,1.0,0,1.0,1.0,0.0,534.5909090909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1986,1.0,0,1.0,1.0,0.0,753.125,0.0,0.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1990,1.0,0,1.0,1.0,0.0,1035.8947368421052,0.0,0.0,1.0,1.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1992,1.0,0,2.0,5.0,1.0,1337.1444444444444,946.7777777777778,0.0,1.5,5.0,2.0,548.6486486486486,560.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1994,1.0,0,1.5,2.0,2.0,1715.987951807229,75.0,0.0,1.0,2.0,2.0,489.0,400.0,306.25,0.0,1.0,1.0,0.0,0.0,0.0
FL03,1996,1.0,0,2.0,1.0,1.0,1310.4473684210527,0.0,0.0,1.0,2.0,1.0,474.56140350877195,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1998,1.0,0,1.0,1.0,1.0,3110.464480874317,0.0,0.0,1.0,1.0,1.0,542.5705882352942,418.1818181818182,512.5,0.0,0.0,0.0,0.0,0.0,0.0
FL03,2000,1.0,0,1.5,1.0,2.0,2617.2459677419356,0.0,0.0,1.0,1.0,1.0,625.6569579288026,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,2002,1.0,0,1.0,1.0,1.0,1751.5,0.0,0.0,1.0,1.0,1.0,583.9791666666666,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,2004,1.0,0,1.0,1.0,0.0,1777.754716981132,0.0,0.0,1.0,1.0,0.0,962.5,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,1980,1.0,0,1.0,1.0,0.0,508.4,0.0,0.0,1.0,1.0,0.0,730.0,150.0,0.0,0.0,1.0,0.0,0.0,150.0,0.0
FL04,1982,1.0,0,2.0,3.0,0.0,872.5454545454545,1223.5,0.0,1.0,3.0,0.0,685.969696969697,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,1984,1.0,0,2.0,2.0,0.0,814.5855855855856,0.0,0.0,1.0,2.0,0.0,716.0493827160494,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,1986,1.0,0,1.0,1.0,0.0,900.8064516129032,0.0,0.0,1.0,1.0,0.0,852.9411764705883,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,1988,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,789.6745562130177,583.3333333333334,500.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,1990,1.0,0,1.0,3.0,1.0,1764.0645161290322,100.0,0.0,1.0,3.0,1.0,478.01176470588234,450.0,541.6666666666666,0.0,0.0,1.0,0.0,0.0,0.0
FL04,1992,1.0,0,2.0,2.0,2.0,1399.78612716763,0.0,1558.3333333333333,1.0,1.0,2.0,466.4761904761905,400.0,437.5,1.0,1.0,1.0,100.0,0.0,0.0
FL04,1994,1.0,0,1.0,0.0,1.0,579.4655172413793,0.0,0.0,1.0,0.0,1.0,610.0769230769231,0.0,916.6666666666666,0.0,0.0,1.0,0.0,0.0,0.0
FL04,1996,1.0,0,2.0,0.0,2.0,789.188679245283,0.0,2606.5,1.0,0.0,2.0,813.0769230769231,0.0,497.9166666666667,0.0,0.0,0.0,0.0,0.0,0.0
FL04,1998,1.0,0,1.0,0.0,1.0,804.0,0.0,12556.5,1.0,0.0,1.0,660.7142857142857,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,2000,1.0,0,2.0,2.0,3.0,1385.5833333333333,0.0,3433.6666666666665,1.5,2.0,3.0,702.5892116182573,0.0,703.125,0.0,0.0,0.0,0.0,0.0,0.0
FL04,2002,1.0,0,1.0,0.0,2.0,1500.5,0.0,26779.0,1.0,0.0,2.0,804.3478260869565,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0
FL04,2004,1.0,0,1.0,0.0,1.0,1432.5813953488373,0.0,1000.0,1.0,0.0,1.0,1054.6875,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1980,1.0,0,2.5,2.0,3.0,1124.8951612903227,0.0,853.5714285714286,1.5,3.0,3.0,700.6585365853658,310.24,500.0,0.0,3.0,2.0,0.0,0.0,0.0
FL05,1982,1.0,0,1.0,1.0,2.0,1691.5692307692307,0.0,0.0,1.0,1.0,2.0,774.0285714285715,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1984,1.0,0,2.0,0.0,2.0,526.8524590163935,0.0,500.0,1.0,0.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1986,1.0,0,1.0,0.0,1.0,554.5483870967741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1988,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1990,1.0,0,1.0,0.0,1.0,878.4666666666667,0.0,0.0,1.0,0.0,1.0,673.94,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1992,1.0,0,1.0,1.0,1.0,1370.1157024793388,0.0,0.0,1.0,1.0,1.0,452.16438356164383,702.75,0.0,1.0,0.0,0.0,26.0,0.0,0.0
FL05,1994,1.0,0,1.0,1.0,1.0,1865.688995215311,0.0,0.0,1.0,1.0,2.0,538.7777777777778,500.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1996,1.0,0,1.0,1.0,1.0,1297.2941176470588,0.0,0.0,1.0,1.0,1.0,499.5584415584416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,1998,1.0,0,1.0,1.0,1.0,1194.1408450704225,0.0,0.0,1.0,1.0,1.0,369.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,2000,1.0,0,1.0,1.0,0.0,1435.0122699386502,17759.0,0.0,1.5,1.0,2.0,461.62745098039215,437.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0
FL05,2002,1.0,0,1.0,1.0,2.0,2095.002277904328,2500.0,1350.3333333333333,1.3333333333333333,1.0,2.0,564.3803056027165,416.6666666666667,687.5,0.0,0.0,1.0,0.0,0.0,0.0
FL05,2004,1.0,0,1.5,3.0,1.0,1797.7113402061855,0.0,0.0,1.5,3.0,1.0,509.9340659340659,0.0,563.25,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1980,1.0,0,1.0,0.0,1.0,620.5,0.0,0.0,1.0,0.0,1.0,441.6666666666667,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0
FL06,1982,1.0,0,1.0,1.0,1.0,1016.4230769230769,0.0,0.0,1.0,1.0,1.0,699.468085106383,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1984,1.0,0,1.0,1.0,1.0,493.57894736842104,0.0,0.0,1.0,1.0,1.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1986,1.0,0,1.0,1.0,1.0,687.5963302752293,0.0,0.0,1.0,1.0,1.0,661.5384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1988,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,660.9,0.0,833.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1990,1.0,0,2.5,3.0,1.0,1262.5619047619048,0.0,0.0,1.5,4.0,1.0,483.2882882882883,0.0,498.2142857142857,0.0,0.0,1.0,0.0,0.0,0.0
FL06,1992,1.0,0,1.0,1.0,1.0,995.3717948717949,0.0,0.0,1.0,0.0,1.0,466.921568627451,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1994,1.0,0,1.0,0.0,1.0,867.3673469387755,0.0,1813.0,1.0,0.0,1.0,712.5,0.0,458.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0
